level,rows,weight,old,new,change,relative_change
north,527,333.91306438741503,65.86797722627718,66.07000681454497,0.20202958826779138,0.003067189805658618
south,473,295.2995233728278,58.26828524424812,58.94754981674688,0.6792645724987594,0.0116575349635128
