vehicle_age,Rating_Factor,Coefficient,Standard_Error,Status,Relativity,Interval_Standard_Error,Coefficient_Lower,Coefficient_Upper,Interval_Status,Relativity_Lower,Relativity_Upper
0.0,0.0,0.0,0.0,reference,1.0,0.0,0.0,0.0,fixed,1.0,1.0
2.0,0.12242396377975162,0.12242396377975162,0.1862779863378689,estimated,1.1302331781478372,0.1862779863378689,-0.24267418055511558,0.4875221081146188,wald,0.7845270863138032,1.6282765238716084
6.0,0.05206532962088067,0.05206532962088067,0.19513383108639537,estimated,1.0534445613991994,0.19513383108639537,-0.3303899514737766,0.43452061071553794,wald,0.7186434427159821,1.5442225977147592
11.0,-0.09522259484006033,-0.09522259484006033,0.18231461472425,estimated,0.9091705352726722,0.18231461472425,-0.4525526735548861,0.2621074838747654,wald,0.6360025707726096,1.2996662280843658
100.0,-2.560297758163195,-2.560297758163195,6.638058490343584,estimated,0.07728172575235516,6.638058490343584,-15.570653326506939,10.45005781018055,wald,1.7288255833880612e-7,34546.371783541734
