age,Rating_Factor,Coefficient,Standard_Error,Status,Relativity,Interval_Standard_Error,Coefficient_Lower,Coefficient_Upper,Interval_Status,Relativity_Lower,Relativity_Upper
18.0,0.0,0.0,0.0,reference,1.0,0.0,0.0,0.0,fixed,1.0,1.0
34.0,-0.9536207006357273,-0.9536207006357273,0.3456818371797376,estimated,0.385343281913831,0.3456818371797376,-1.6311446516176518,-0.2760967496538028,wald,0.1957054313301198,0.7587395194242071
44.0,-0.44471404975687406,-0.44471404975687406,0.31186754705389946,estimated,0.6410075460916614,0.31186754705389946,-1.0559632099293674,0.16653511041561936,wald,0.3478572063728689,1.1812050077410756
55.0,-0.503111045742676,-0.503111045742676,0.319498579502606,estimated,0.6046466472299895,0.319498579502606,-1.1293167546794907,0.12309466319413886,wald,0.32325404280011305,1.1309914791461337
100.0,0.9783270490610818,0.9783270490610818,0.6592455592316034,estimated,2.660002463872622,0.6592455592316034,-0.3137705040008276,2.2704246021229912,wald,0.7306866985928177,9.683511580866174
