dataset,alpha,group,point,lower,upper,true_mean,penalized_mean,covers_true_mean,covers_penalized_mean
15,0.3,1,0.8019935957900978,0.6957338349573846,0.9251032229602183,1.0,0.7818181818181817,false,true
16,0.0,0,0.18318426274798832,0.00917149937561526,0.35621349427533944,0.2,0.2,true,true
16,0.0,1,1.056425928976456,0.9296033284638052,1.2236213828343734,1.0,1.0,true,true
16,0.01,0,0.20092151633867628,0.034033410866671485,0.3692540245148175,0.2,0.2153846153846154,true,true
16,0.01,1,1.040484852964572,0.9178901606806957,1.206161073546767,1.0,0.9846153846153847,true,true
16,0.3,0,0.43436753999066174,0.3271719357372527,0.5802605670451122,0.2,0.4181818181818182,false,true
16,0.3,1,0.8306789329735467,0.7465670827336386,0.968524768232082,1.0,0.7818181818181817,false,true
17,0.0,0,0.13878270792177577,-0.05018096571738353,0.27091787610801055,0.2,0.2,true,true
17,0.0,1,0.9694720163725699,0.7815721961154226,1.0937252478377537,1.0,1.0,true,true
17,0.01,0,0.15375650661488016,-0.03177737174833822,0.2841087333554277,0.2,0.2153846153846154,true,true
17,0.01,1,0.9523591035804504,0.7687497040836005,1.0734922575159982,1.0,0.9846153846153847,true,true
17,0.3,0,0.35065892829586487,0.20541708596488428,0.45841889369469707,0.2,0.4181818181818182,false,true
17,0.3,1,0.7273277645164679,0.5838140814584246,0.8175636199981073,1.0,0.7818181818181817,false,true
18,0.0,0,0.19973599769740524,0.06340988958787878,0.3351422952560059,0.2,0.2,true,true
18,0.0,1,0.9634853937224217,0.8069635133801656,1.0774081340943948,1.0,1.0,true,true
18,0.01,0,0.2137674520631596,0.08027496631614726,0.3463194564895181,0.2,0.2153846153846154,true,true
18,0.01,1,0.9480802305376423,0.7940575057060695,1.061560550862936,1.0,0.9846153846153847,true,true
18,0.3,0,0.39850760447668093,0.28383563425643715,0.5261083921021108,0.2,0.4181818181818182,false,true
18,0.3,1,0.7452536296360841,0.6184591267709217,0.8514958106318282,1.0,0.7818181818181817,false,true
19,0.0,0,0.24215443523403302,0.10642324200521767,0.4042296740577056,0.2,0.2,true,true
19,0.0,1,0.9176264449149657,0.7659538466821703,1.0744822260834854,1.0,1.0,true,true
19,0.01,0,0.2545640747421106,0.12193596690023967,0.41393848935182553,0.2,0.2153846153846154,true,true
19,0.01,1,0.9040018756648386,0.7542381566065719,1.057759952476931,1.0,0.9846153846153847,true,true
19,0.3,0,0.4179511787699292,0.31525979982749713,0.5530735849957475,0.2,0.4181818181818182,false,true
19,0.3,1,0.7246188313825481,0.5960529452800761,0.8494134669313284,1.0,0.7818181818181817,false,true
20,0.0,0,0.08851204388449868,-0.06356917367020512,0.25822360043633164,0.2,0.2,true,true
20,0.0,1,0.9582420876485347,0.7660826123357494,1.1441037230573228,1.0,1.0,true,true
20,0.01,0,0.1043890150296598,-0.04415087698958985,0.2714106888919943,0.2,0.2153846153846154,true,true
20,0.01,1,0.9405761620081442,0.7531815477520629,1.1226693372756498,1.0,0.9846153846153847,true,true
